,Title,Author,ISBN Valid,Publisher,Subjects,i,description,categories,average_rating,ratings_count,page_count,language
7818,Les grands arrêts du droit des obligations : résumés des arrêts de la partie générale /,,3725588368; 9783725588367,Schulthess Editions romandes,allgemeiner Teil des Obligationenrechts; Vertragspartei; Vertreter; Vertragsabschluss; Erfüllung der Obligation; Erlöschen der Obligation; Abtretung einer Forderung(OR); interne Schuldübernahme; ungerechtfertigte Bereicherung; Haftung aus unerlaubter Handlung; Gerichts- und Verwaltungspraxis; Bundesgericht; Schweiz; Entscheidsammlung,7818,,,,,,
7819,Droit commercial /,,9783719042288; 3719042286,Helbing Lichtenhahn,Handelsrecht; Kapitalmarkt; Unternehmung; Aktiengesellschaft; Gesetzessammlung; Droit commercial; Droit des affaires; Entreprises; Sociétés anonymes; Banques; Marché financier; Schweiz; Suisse; Textreproduktion; [Législation],7819,,,,,,
7820,Jusqu'à maintenant : chronique /,"Rosset, Yves",9782882414700; 2882414706,Bernard Campiche Editeur,Chroniques historiques; Littérature suisse,7820,,,,,,
7821,Dieci cose che ho imparato /,"Angela, Piero",9788804766087; 8804766085,Mondadori,,7821,,,,,,
7822,Cinque blues per la banda Monterossi /,"Robecchi, Alessandro",883894492X; 9788838944925,Sellerio editore,,7822,,,,,,
7823,Tasmania /,"Giordano, Paolo romancier 1982-....",880625720X; 9788806257200,Einaudi,,7823,,,,,,
7824,"Développer les compétences émotionnelles en 8 séances : repères théoriques et pratiques, les séances pas à pas, outils et exercices /",,9782100823260; 2100823264,Dunod,Intelligence émotionnelle; Émotions--Psychologie,7824,,,,,,
7825,Remodeler sa salle de classe et sa pédagogie : des idées pour faire évoluer la forme scolaire /,"Faillet, Vincent",2240050551; 9782240050557,Canopé éditions,Enseignement--Méthodes actives--Étude et enseignement (secondaire); Équipements scolaires--Étude et enseignement (secondaire); Enseignement--Travail de groupe--Étude et enseignement (secondaire); Classes (éducation)--Conduite--Étude et enseignement (secondaire); Guides pratiques,7825,,,,,,
7826,Les Antonins : de Trajan à Commode /,"Fraisse, Anne",9782340071780; 234007178X,Ellipses,Antonins--(dynastie)--Rome,7826,,,,,,
7827,"Les Sévères : Septime Sévère, Caracalla, Geta, Elagabal, Alexandre /","Forni, Pierre",,Ellipses,Septime Sévère--(empereur romain ;--0146-0211); Caracalla--(empereur romain ;--0188-0217); Geta--(empereur romain ;--0189-0212); Élagabal--(empereur romain ;--0204-0222); Sévère Alexandre--(0208-0235); Sévères; Empereurs--Rome.; Rome--193-235 (Sévères).; Biographie.,7827,,,,,,
7828,"Un Léman suisse : la Suisse, le Chablais et la neutralisation de la Savoie, 1476-1932 /",,2882953453; 9782882953452,Ed Cabédita,Chablais (région transfrontière)--Savoie--Suisse--1476 / 1932--[études diverses],7828,,,,,,
7829,Le chant d'Achille : roman /,"Miller, Madeline",9782919547265; 2919547267,Rue Fromentin,Antiquité; Guerre de Troie; Mythologie; Roman,7829,,,,,,
7830,Terres déclives : poème parabolique /,"Raboud, Thierry, 1987-",9782940505500; 2940505500,Editions Empreintes,,7830,,,,,,
7831,La course du loup /,"Ekman, Kerstin 1933-....",9782207165652; 2207165655,Denoël,,7831,,,,,,
7832,L'usure d'un monde : une traversée de l'Iran : récit /,"Désérable, François-Henri",9782073026163; 2073026168,Gallimard,Iran--Femmes; Iran--2000-....; Récits de voyages,7832,,,,,,
7833,La saison des femmes : roman /,"Guelfenbein, Carla",9782330166359; 2330166354,Actes sud,,7833,,,,,,
7834,"Je voudrais leur demander pardon, mais ils ne sont plus là /","Grynberg, Mikołaj 1966-....",9782330181734; 2330181736,Actes Sud,,7834,,,,,,
7835,Les dés : roman /,"Altan, Ahmet 1950-....",9782330184070; 2330184077,Actes Sud,Roman turc; Tueurs à gages,7835,,,,,,
7836,Cette fois-ci la forêt était vierge : fragments posthumes /,"Thomas, Colette",9.79109E+12,Editions Prairial,,7836,,,,,,
7837,Le fils du coiffeur /,"Bakker, Gerbrand",9782267050189; 2267050188,Christian Bourgois éditeur,Roman néerlandais,7837,,,,,,
7838,"J'aurais pu devenir millionnaire, j'ai choisi d'être vagabond : une vie de John Muir /","Jenni, Alexis, 1963-",9782375020890; 2375020898,Éditions Paulsen,"Muir, John--(explorateur); [Biographies]",7838,,,,,,
7839,"Vita contemplativa, ou, de l'inactivité /","Han, Byung-Chul",9782330186630; 2330186630,Actes sud,Loisir--Philosophie.; Temps (philosophie).; Repos.,7839,,,,,,
7840,Cher instant je te vois : récit /,"Lamarche, Caroline",2378561989; 9782378561987,Verdier,,7840,,,,,,
7841,L'incroyable histoire de la littérature française /,"Mory, Catherine",9.79104E+12,Les Arènes,Bandes dessinées; Littérature française--Histoire; Écrivains français--Histoire,7841,,,,,,
7842,Le nouveau Petit Robert : dictionnaire alphabétique et analogique de la langue française,,9782849026335; 2849026336,Le Robert,français (langue)--[dictionnaire]; Reference Books; Französisch; Wörterbuch; Dictionary,7842,,,,,,
7843,Le nouveau Petit Robert : dictionnaire alphabétique et analogique de la langue française /,"Robert, Paul, 1910-1980",2849020664; 9782849020661,Dictionnaires Le Robert,français (langue)--[dictionnaire]; Reference Books; Dictionary,7843,,,,,,
7844,Le Petit Robert : dictionnaire alphabétique et analogique de la langue française /,,9782321002161; 2321002166; 9782321002369; 2321002360,Le Robert,Français (langue); Französisch; [Dictionnaires français]; Wörterbuch,7844,,,,,,
7845,Au bonheur des dames : d'après l'œuvre d'Émile Zola /,"Maupré, Agnès",9782203170155; 2203170158,Casterman,"Zola, Emile.--""Au bonheur des dames""--Adaptations; Grands magasins--19e siècle; Bandes dessinées",7845,,,,,,
7846,"""Paroles"" de Jacques Prévert /","Gasiglia-Laster, Danièle",2070386716; 9782070386710,Gallimard,"Prévert, Jacques.--""Paroles""",7846,,,,,,
7847,Oeuvres complètes /,"Racine, Jean, 1639-1699",2070115615; 9782070115617,Gallimard,,7847,,,,,,
7848,Lettres persanes /,"Montesquieu, Charles-Louis de Secondat de",2705001581; 9782705001582,Ed Garnier frères,,7848,,,,,,
7849,Lettres persanes /,Montesquieu 1689-1755,9782070429349; 2070429342,Gallimard,,7849,,,,,,
7850,Scholia Graeca in Homeri Iliadem : Scholia vetera /,,,W de Gruyter,"Homère.--""Iliade""--[scholies]",7850,,,,,,
7851,Anthropologie de l'éducation /,"Wulf, Christoph",2738484026; 9782738484024,L'Harmattan,éducation--* anthropologie,7851,,,,,,
7852,"Femmes et savoir : la société, l'école et la division sexuelle des savoirs /","Mosconi, Nicole",2738425607; 9782738425607,l'Harmattan,connaissance--discrimination sexuelle--femme; discrimination sexuelle--éducation--femme; connaissance--sexe (genre) - différence; rôle (sociologie)--science--sexe (genre),7852,,,,,,
7853,L'usage des plaisirs /,"Foucault, Michel",2070746739; 9782070746736,Gallimard,philosophie grecque antique--sexualité--4e s. av. J.-C.; médecine--sexualité--Grèce antique--4e s. av. J.-C.; sexualité--Grèce antique,7853,,,,,,
7854,L'usage des plaisirs /,"Foucault, Michel",9782070700561; 2070700569,Gallimard,sexualité--Grèce antique; médecine--sexualité--Grèce antique--4e s. av. J.-C.; philosophie grecque antique--sexualité--4e s. av. J.-C.,7854,,,,,,
7855,La volonté de savoir /,"Foucault, Michel",2070740706; 9782070740703,Gallimard,sexualité--17e s. / 20e s.,7855,,,,,,
7856,Le prix à payer : ce que le couple hétéro coûte aux femmes /,"Quillet, Lucile",9.79102E+12,Editions Les Liens qui libèrent,Couples--Conditions économiques; Femmes--Conditions économiques; Hétérosexualité; Relations hommes-femmes--France.; Femmes--Conditions économiques--France.; Femmes--Conditions sociales--France.; Man-woman relationships--France.; Women--France--Economic conditions.; Women--France--Social conditions.,7856,,,,,,
7857,L'idéologie raciste : genèse et langage actuel /,"Guillaumin, Colette",9782070422302; 2070422305,Gallimard,Racisme; Exclusion sociale; racisme,7857,,,,,,
7858,Humanités numériques : la culture face aux nouvelles technologies /,"Vinck, Dominique",9782846708883; 2846708886,Le Cavalier Bleu,Humanités digitales; Société numérique; Patrimoine culturel; Numérisation; Nouvelles technologies de l'information et de la communication; Effets des innovations technologiques,7858,,,,,,
7859,Sociologie du numérique /,"Boullier, Dominique",9782200624750; 2200624751,Armand Colin,Humanités numériques; Réseaux sociaux (Internet); Fracture numérique; Identité numérique; Société numérique; Technologies de l'information et de la communication--Aspect social; Société numérique.; Humanités numériques.; Réseaux sociaux (Internet); Génération Internet.; Technologies de l'information et de la communication.; Sociologie.; [Manuels d'enseignement supérieur],7859,,,,,,
7860,"La place (1984), La honte (1997), Annie Ernaux /","Bouchy, Florence",2218750880; 9782218750885,Hatier,"Ernaux, Annie.--""La place""--[manuel]; Ernaux, Annie.--""La honte""--[manuel]; Ernaux, Annie.--""La place""; Ernaux, Annie.--""La honte""",7860,,,,,,
7861,Le capital sexuel /,"Kaplan, Dana 1970-....",9782021497809; 2021497801,Seuil,Relations sexuelles; Vie sexuelle; Capitalisme,7861,,,,,,
7862,Odile l'été /,"Becker, Emma 1988-....",2260055117; 9782260055112,Julliard,,7862,,,,,,
7863,Sortir de l'hétérosexualité /,"Drouar, Juliet",9782491260033; 2491260034,Binge audio éditions,Hétérosexualité; Sexisme; Rôle selon le sexe,7863,,,,,,
7864,Le génie lesbien /,"Coffin, Alice, 1978-",9782246821779; 2246821770,Bernard Grasset,Minorités sexuelles--Mouvements sociaux; Presse homosexuelle; Féminisme et lesbianisme; Homosexuels--Travail--France,7864,,,,,,
7865,Le meilleur des mondes /,"Huxley, Aldous",9782266283038; 2266283030,Pocket,,7865,,,,,,
7866,"Sexualités, identités & corps colonisés : XVe siècle-XXIe siècle /",,9782271130501; 2271130506,CNRS Editions,Vie sexuelle--Colonies--Histoire; Colonisation--Aspect social--Histoire; Racisme--Colonies--Histoire; Vie sexuelle--Histoire.; Sexualité et histoire.; Colonisation--Aspect social--Histoire.; Impérialisme--Aspect social--Histoire.,7866,,,,,,
7867,Féminicène /,"Nikolski, Véra 1978-....",9782213726052; 2213726051,Librairie Arthème Fayard,Femmes--Conditions sociales; Féminisme; Femmes--Statut juridique; Droits des femmes; Livres documentaires,7867,,,,,,
7868,Métier d'élève et sens du travail scolaire /,"Perrenoud, Philippe",9782710134473; 2710134470,ESF sciences humaines,Élèves--Attitudes; Rapport au savoir; Travail scolaire; Sociologie de l'éducation,7868,,,,,,
7869,De la marge au centre : théorie féministe /,"Hooks, Bell",2366242484; 9782366242485,Cambourakis,Discrimination multiple--Etats-Unis; Théorie féministe; Féminisme--États-Unis--20e siècle,7869,,,,,,
7870,Archeologia e pittura a Roma tra Quattrocento e Cinquecento : il caso di Jacopo Ripanda /,"Farinella, Vincenzo",8806130005; 9788806130008,G Einaudi,"Ripanda, Jacopo; Antiquité (thème artistique ou littéraire)--peinture italienne--Rome (Italie, ville)--15e s. / 16e s.",7870,,,,,,
7871,"Domenico Piola e i pittori della sua ""casa"" /","Sanguineti, Daniele",,Ed dei Soncino,"Piola, Domenico--(le Vieux); Piola, Domenico--(le Vieux)--[catalogue raisonné]",7871,,,,,,
7872,Taddeo e Federico Zuccari : fratelli pittori del Cinquecento /,"Acidini Luchinat, Cristina, 1951-",887142039X; 9788871420394; 8871420594; 9788871420592,J Sapi,Zuccari--(frères),7872,,,,,,
7873,Claude Lorrain : the drawings /,"Roethlisberger, Marcel, 1929-",,University of California Press,"Lorrain, Claude - dessin--[catalogue raisonné]",7873,,,,,,
7874,Caricatures /,"Töpffer, Rodolphe",,Soc Atar; A Skira,,7874,,,,,,
7875,Schachnovelle /,"Zweig, Stefan 1881-1942",3596215226; 9783596215225,Fischer,Flüchtling; Schachspieler; Österreicher; Brasilien,7875,,,,,,
7876,Der Vorleser : Roman /,"Schlink, Bernhard",9783257229530; 3257229534,Diogenes,Allemand (langue); Roman,7876,,,,,,
7877,L'appel du coucou : roman /,"Galbraith, Robert, 1965-",9782246809043; 2246809045,B Grasset,Roman policier anglais; Meurtre; Thriller (littérature),7877,,,,,,
7878,"""Pour le salut de mon âme"" : les Lausannois face à la mort (XIVe siècle) /","Pasche, Véronique",,Section d'histoire Faculté des lettres Université de Lausanne,"testament--Lausanne (Suisse, VD)--14e s.; mort--Lausanne (Suisse, VD)--14e s.",7878,,,,,,
7879,Médecine et santé dans le Pays de Vaud /,"Olivier, Eugène",,Payot,History of Medicine,7879,,,,,,
7880,Coutumes et coutumiers : histoire comparative des droits des pays romands du XIIIe à la fin du XVIe siècle /,"Poudret, Jean-François",,Staempfli,droit - sources--Suisse romande--13e s. / 16e s.; coutumier--Suisse romande--13e s. / 16e s.; droit coutumier--Suisse romande--13e s. / 16e s.; Rechtsgeschichte; Rechtsquelle; Gewohnheitsrecht; kantonales Recht; Rechtsvergleichung; Rechtssetzung; Notar; Jurist; richterliche Behörde; Schweiz; Genf(Kanton); Jura; Waadt; Neuenburg(Kanton); Wallis; Freiburg(Kanton),7880,,,,,,
7881,Histoire naturelle /,"Plinius Secundus, Caius",9782070129102; 2070129101,Gallimard,Sciences naturelles; Civilisation classique,7881,,,,,,
7882,Commentaire au songe de Scipion /,"Macrobius, Ambrosius Aurelius Theodosius",2251014209; 9782251014203; 2251014322; 9782251014326,Les Belles Lettres,"Macrobe.--""Commentarii in Somnium Scipionis""",7882,,,,,,
7883,"La Terre : connaissance, représentations, mesure au Moyen Âge /",,9782503547534; 2503547532,Brepols,Moyen âge; Terre; Perception spatiale; Représentation des connaissances; Mesure; Géographie médiévale; Cartographie; Descriptions et voyages; [Manuels d'enseignement supérieur],7883,,,,,,
7884,Médecine et santé dans le Pays de Vaud /,"Olivier, Eugène",,Payot,History of Medicine,7884,,,,,,
7885,Médecine et santé dans le Pays de Vaud /,"Olivier, Eugène",,Payot,History of Medicine,7885,,,,,,
7886,"Du café dans le chaudron : économie globale d'Ancien Régime (Suisse occidentale, Franche-Comté et Savoie) /","Radeff, Anne",2940066027; 9782940066025,Société d'histoire de la Suisse romande,"commerce--échange--Haute-Savoie (France)--Savoie (France, dpt)--Suisse occidentale--18e s. / 19e s.; économie--Suisse romande--15e s. / 18e s.; économie--Franche-Comté (France)--15e s. / 18e s.; économie--Savoie--15e s. / 18e s.",7886,,,,,,
7887,"Religion et pouvoir : citoyenneté, ordre social et discipline morale dans les villes de l'espace suisse (XIVe‑XVIIIe siècles) /",,9782889300259; 2889300250,Editions Alphil - Presses universitaires suisses,Villes; Communes; État; Élite (sciences sociales); Citadins; Citoyenneté; Contrôle social; Morale; Religion civile; Pouvoir (sciences sociales); Christianisme et politique; 13e siècle-18e siècle; Suisse; [Actes de congrès],7887,,,,,,
7888,Histoire des femmes en Occident /,,2259023762; 9782259023764,Plon,femme--Moyen-Âge--[études diverses]; Femmes; Moyen âge; Occident; [Études diverses],7888,,,,,,
7889,Héros et merveilles du Moyen Âge /,"Le Goff, Jacques, 1924-2014",2757874624; 9782757874622,Editions du Seuil,Représentations sociales--Europe--Moyen âge; Légendes--Europe--Moyen âge; Merveilleux--Moyen âge,7889,,,,,,
7890,"Dictionnaire du Moyen Âge imaginaire : Le médiévalisme, hier et aujourd'hui /",,9782363583895; 2363583892,Editions Vendémiaire,Médiévisme (esthétique).; Moyen âge--Dans la culture populaire.; Moyen âge--Dans l'art.; Dictionnaires.,7890,,,,,,
7891,"Héros du Moyen Âge, le saint et le roi /","Le Goff, Jacques, 1924-2014",2070768449; 9782070768448,Gallimard,Louis--(roi de France ;--9); François--(d'Assise ;--saint); royauté--Moyen âge; Saints--Moyen âge; [document]; [études diverses],7891,,,,,,
7892,"Brigands et criminels d'habitude : justice et répression à Lausanne, 1475-1550 /","Dorthe, Lionel, 1978-",,Bibliothèque historique vaudoise,"Justice; Répression politique; 1474-1550; Lausanne (Suisse, VD)",7892,,,,,,
7893,Extraits des manuaux du Conseil de Lausanne : (1512 à 1536) /,,,G Bridel; éditeur non identifié,"Lausanne (Suisse, VD)--1512 / 1536--[document]",7893,,,,,,
7894,Histoire des Archives de la Ville de Lausanne des origines à aujourd'hui : (1401-1986) /,"Coutaz, Gilbert, 1954-",,Imprimeries Populaires; Archives de la ville,LAUSANNE; ARCHIVES; HISTOIRE,7894,,,,,,
7895,Frauen in der Stadt = Les femmes dans la ville /,,3905311283; 9783905311280,Chronos,femme--ville--Suisse--15e s. / 20e s. (début)--[études diverses],7895,,,,,,
